Gender,Age,Income,Employment_Type,Employment_Years,Education,Marital_Status,Dependents,Occupation,Residence_Type,Credit_History,Existing_Loans,Payment_History,Annual_Income,Loan_Amount,Loan_Purpose,Approved
Female,30,4680.0,Self-Employed,2.0,High School,Married,0,Clerk,Rented,Good,0,No Delays,58236.0,9000.0,Car,1
Female,46,4637.0,Salaried,6.0,High School,Married,0,Sales,Owned,None,0,No Delays,51715.0,151000.0,Home,1
Male,48,10433.0,Salaried,27.0,Graduate,Married,0,Engineer,Mortgaged,Good,1,Occasional Delays,121818.0,236000.0,Home,1
Female,64,6654.0,Self-Employed,18.0,Graduate,Single,0,Sales,Owned,Good,1,No Delays,76914.0,143000.0,Home,1
Male,33,4235.0,Retired,15.0,Post-Graduate,Married,1,Engineer,Rented,Good,1,No Delays,55081.0,53000.0,Business,1
Male,59,7789.0,Self-Employed,3.0,Graduate,Single,2,Engineer,Owned,Good,1,No Delays,97110.0,41000.0,Car,1
Female,47,8879.0,Self-Employed,24.0,Post-Graduate,Married,0,Engineer,Rented,Good,0,No Delays,102445.0,202000.0,Home,1
Female,33,5904.0,Salaried,15.0,Graduate,Married,0,Clerk,Mortgaged,Bad,1,Frequent Delays,71023.0,14000.0,Personal,0
Female,29,4418.0,Retired,11.0,High School,Single,1,Others,Rented,Good,1,No Delays,56289.0,29000.0,Business,1
Female,34,4915.0,Salaried,12.0,High School,Single,2,Sales,Rented,None,0,No Delays,62908.0,21000.0,Car,1
Female,33,7066.0,Self-Employed,3.0,Graduate,Single,0,Engineer,Rented,Good,1,Occasional Delays,83966.0,26000.0,Personal,1
Male,29,6707.0,Salaried,2.0,Graduate,Married,0,Engineer,Mortgaged,None,0,No Delays,81265.0,18000.0,Car,1
Male,25,2021.0,Retired,7.0,High School,Divorced,1,Sales,Rented,Good,0,No Delays,23196.0,3000.0,Education,1
Male,37,10057.0,Self-Employed,4.0,Graduate,Married,0,Engineer,Mortgaged,Good,1,No Delays,122110.0,38000.0,Education,1
Male,20,7529.0,Self-Employed,2.0,Post-Graduate,Single,0,Engineer,Rented,Good,0,No Delays,90783.0,45000.0,Personal,1
Female,33,12809.0,Salaried,4.0,Graduate,Married,2,Manager,Rented,Good,0,No Delays,158591.0,73000.0,Education,1
Male,47,6085.0,Salaried,19.0,Graduate,Married,1,Sales,Owned,Bad,0,Frequent Delays,77391.0,249000.0,Home,0
Female,62,11136.0,Self-Employed,23.0,Graduate,Married,1,Engineer,Rented,Good,0,No Delays,131567.0,67000.0,Business,1
Female,40,5636.0,Self-Employed,3.0,High School,Single,2,Clerk,Owned,Bad,0,Occasional Delays,68465.0,120000.0,Business,0
Female,45,9691.0,Salaried,1.0,Graduate,Single,1,Engineer,Mortgaged,Bad,1,Frequent Delays,119380.0,113000.0,Business,0
Male,68,2796.0,Unemployed,0.0,Graduate,Married,0,Engineer,Rented,Good,1,No Delays,29013.0,17000.0,Education,1
Female,57,4045.0,Retired,27.0,High School,Married,0,Sales,Mortgaged,Good,1,Occasional Delays,43656.0,10000.0,Personal,1
Male,22,5026.0,Salaried,1.0,Graduate,Single,0,Engineer,Owned,Good,0,No Delays,61097.0,21000.0,Education,1
Male,37,8087.0,Self-Employed,18.0,Graduate,Single,0,Engineer,Owned,Good,3,No Delays,98551.0,218000.0,Home,1
Female,57,7312.0,Salaried,16.0,Post-Graduate,Married,1,Engineer,Mortgaged,Good,1,Occasional Delays,92590.0,26000.0,Personal,1
Male,61,10207.0,Salaried,4.0,Post-Graduate,Divorced,2,Manager,Rented,None,0,No Delays,123314.0,393000.0,Home,0
Male,18,3189.0,Salaried,0.0,High School,Widowed,3,Clerk,Rented,Good,1,No Delays,37829.0,113000.0,Home,0
Female,47,4719.0,Salaried,17.0,Graduate,Married,1,Sales,Mortgaged,Good,1,No Delays,61618.0,110000.0,Business,1
Male,38,10242.0,Self-Employed,20.0,Graduate,Married,0,Engineer,Rented,Good,1,No Delays,126031.0,344000.0,Home,1
Female,37,9777.0,Salaried,17.0,Post-Graduate,Single,0,Engineer,Owned,Good,0,No Delays,112983.0,37000.0,Car,1
Female,23,4343.0,Self-Employed,2.0,High School,Married,2,Clerk,Mortgaged,Bad,0,Occasional Delays,49238.0,7000.0,Personal,0
Female,39,6552.0,Self-Employed,14.0,Graduate,Married,1,Engineer,Owned,Bad,2,Frequent Delays,75210.0,45000.0,Car,0
Male,35,3787.0,Self-Employed,12.0,Graduate,Married,1,Clerk,Mortgaged,Bad,1,Frequent Delays,45126.0,117000.0,Home,0
Male,25,4118.0,Salaried,4.0,High School,Married,2,Sales,Owned,Bad,1,Frequent Delays,51215.0,23000.0,Personal,0
Female,56,3039.0,Retired,30.0,High School,Single,2,Others,Rented,Good,1,No Delays,40294.0,12000.0,Education,1
Male,49,7915.0,Salaried,21.0,Graduate,Single,2,Manager,Owned,Good,1,No Delays,96967.0,118000.0,Business,1
Female,50,10257.0,Salaried,19.0,Graduate,Single,0,Engineer,Rented,Good,0,Occasional Delays,126059.0,72000.0,Education,1
Female,33,3708.0,Salaried,12.0,Graduate,Single,2,Sales,Owned,Bad,1,Occasional Delays,42378.0,8000.0,Education,0
Female,29,12726.0,Salaried,3.0,Graduate,Single,2,Business Owner,Mortgaged,Bad,0,Frequent Delays,152961.0,135000.0,Business,0
Male,55,3041.0,Retired,16.0,Graduate,Widowed,0,Manager,Rented,Good,1,No Delays,34303.0,6000.0,Education,1
Male,69,7805.0,Salaried,2.0,Graduate,Married,1,Engineer,Owned,Good,1,No Delays,94187.0,291000.0,Home,1
Female,51,6105.0,Self-Employed,14.0,High School,Married,0,Clerk,Rented,Good,0,No Delays,70144.0,9000.0,Education,1
Male,31,7674.0,Salaried,6.0,Post-Graduate,Divorced,3,Manager,Rented,None,1,No Delays,96798.0,14000.0,Personal,1
Male,53,5528.0,Salaried,18.0,High School,Widowed,0,Sales,Owned,Good,0,Occasional Delays,70149.0,17000.0,Education,1
Female,50,2382.0,Unemployed,0.0,Graduate,Married,1,Manager,Owned,Bad,0,Occasional Delays,28657.0,10000.0,Education,0
Female,40,4048.0,Self-Employed,12.0,High School,Married,0,Others,Rented,Good,0,No Delays,53305.0,123000.0,Home,1
Female,67,5606.0,Salaried,4.0,High School,Single,2,Sales,Owned,Good,0,Occasional Delays,67688.0,8000.0,Personal,1
Female,62,13319.0,Salaried,25.0,Graduate,Single,0,Manager,Owned,Bad,0,Frequent Delays,160628.0,280000.0,Business,0
Male,19,3466.0,Salaried,1.0,High School,Married,0,Clerk,Owned,Good,0,No Delays,43487.0,25000.0,Education,1
Female,58,7542.0,Salaried,5.0,Post-Graduate,Married,1,Engineer,Rented,Bad,1,Frequent Delays,91819.0,22000.0,Education,0
Female,38,4953.0,Self-Employed,13.0,High School,Married,3,Clerk,Rented,Bad,1,Frequent Delays,59366.0,176000.0,Home,0
Male,19,5042.0,Self-Employed,1.0,Graduate,Single,0,Clerk,Owned,Good,1,No Delays,57869.0,154000.0,Home,1
Male,44,8809.0,Salaried,21.0,Graduate,Single,0,Engineer,Mortgaged,Bad,0,Frequent Delays,101562.0,201000.0,Home,0
Female,26,2101.0,Retired,8.0,High School,Married,2,Sales,Mortgaged,Good,2,No Delays,22940.0,5000.0,Personal,1
Female,18,3385.0,Salaried,0.0,High School,Single,1,Sales,Owned,Good,1,No Delays,36535.0,13000.0,Personal,1
Female,28,9803.0,Salaried,6.0,Graduate,Married,3,Manager,Owned,Bad,0,Frequent Delays,119809.0,37000.0,Car,0
Female,20,5815.0,Salaried,2.0,Graduate,Married,0,Engineer,Mortgaged,Good,1,No Delays,69718.0,145000.0,Home,1
Male,69,12800.0,Self-Employed,3.0,Graduate,Married,1,Manager,Rented,Good,0,No Delays,148731.0,75000.0,Personal,1
Male,40,10337.0,Salaried,1.0,Graduate,Married,0,Engineer,Rented,None,1,No Delays,128352.0,44000.0,Personal,1
Female,43,5222.0,Salaried,6.0,Graduate,Divorced,0,Clerk,Rented,Good,0,Occasional Delays,61257.0,26000.0,Personal,1
Female,21,4728.0,Salaried,2.0,High School,Married,1,Clerk,Rented,Bad,0,Occasional Delays,60788.0,45000.0,Business,0
Female,35,13620.0,Salaried,14.0,Graduate,Married,1,Manager,Owned,Bad,2,Frequent Delays,158733.0,407000.0,Home,0
Female,23,5485.0,Self-Employed,0.0,Post-Graduate,Married,2,Engineer,Rented,Good,0,Occasional Delays,70011.0,150000.0,Home,1
Male,52,5436.0,Salaried,1.0,Graduate,Single,0,Clerk,Rented,Good,0,Occasional Delays,63917.0,23000.0,Personal,1
Male,39,10034.0,Salaried,9.0,Graduate,Single,1,Business Owner,Rented,Good,2,Occasional Delays,123424.0,61000.0,Education,1
Female,60,4873.0,Self-Employed,15.0,Graduate,Single,1,Clerk,Mortgaged,Good,2,No Delays,61238.0,186000.0,Home,1
Female,32,4506.0,Retired,14.0,Graduate,Married,3,Engineer,Owned,Bad,1,Frequent Delays,55918.0,15000.0,Education,0
Female,39,3594.0,Retired,15.0,Graduate,Married,0,Clerk,Rented,Bad,0,Occasional Delays,45712.0,20000.0,Education,0
Female,54,7973.0,Salaried,27.0,Graduate,Married,0,Business Owner,Rented,Good,0,No Delays,97986.0,56000.0,Personal,1
Female,69,6941.0,Salaried,14.0,Post-Graduate,Single,0,Engineer,Rented,Good,1,No Delays,83648.0,230000.0,Home,1
Male,59,4269.0,Salaried,23.0,High School,Single,1,Sales,Owned,None,0,No Delays,46514.0,8000.0,Education,1
Male,29,5279.0,Salaried,5.0,High School,Widowed,0,Clerk,Rented,Good,0,No Delays,66989.0,29000.0,Personal,1
Male,64,3615.0,Retired,28.0,Graduate,Single,3,Engineer,Owned,Bad,1,Frequent Delays,44966.0,7000.0,Personal,0
Female,66,9379.0,Salaried,5.0,Post-Graduate,Married,0,Engineer,Owned,Bad,0,Frequent Delays,112851.0,60000.0,Car,0
Male,59,4998.0,Salaried,13.0,High School,Married,2,Others,Owned,Good,0,No Delays,58092.0,147000.0,Home,1
Male,55,6953.0,Salaried,16.0,High School,Married,0,Sales,Rented,Good,0,No Delays,84310.0,25000.0,Car,1
Male,35,3234.0,Salaried,17.0,High School,Single,1,Clerk,Owned,Bad,0,Frequent Delays,40778.0,5000.0,Personal,0
Male,62,4861.0,Self-Employed,19.0,High School,Single,3,Others,Rented,Good,0,Occasional Delays,61480.0,61000.0,Business,1
Female,52,6646.0,Salaried,18.0,Graduate,Single,0,Sales,Owned,Good,0,No Delays,83196.0,46000.0,Education,1
Male,47,8757.0,Salaried,29.0,Graduate,Married,3,Engineer,Owned,Bad,0,Occasional Delays,109695.0,12000.0,Personal,0
Male,41,4184.0,Salaried,16.0,Graduate,Married,1,Clerk,Rented,Bad,1,Frequent Delays,46443.0,52000.0,Business,0
Female,59,7360.0,Salaried,15.0,Graduate,Single,3,Engineer,Owned,Good,1,No Delays,84319.0,144000.0,Business,1
Male,47,3301.0,Salaried,7.0,High School,Married,1,Others,Rented,Good,0,Occasional Delays,38372.0,88000.0,Home,1
Male,31,3286.0,Self-Employed,6.0,High School,Married,0,Others,Rented,Good,1,No Delays,38548.0,91000.0,Home,1
Male,23,4547.0,Salaried,3.0,Graduate,Single,0,Clerk,Mortgaged,Good,0,No Delays,53975.0,21000.0,Personal,1
Female,20,5303.0,Self-Employed,0.0,Post-Graduate,Married,0,Engineer,Mortgaged,Good,0,Occasional Delays,64193.0,21000.0,Car,1
Male,33,3313.0,Retired,15.0,Post-Graduate,Married,0,Engineer,Rented,Good,0,Occasional Delays,44394.0,8000.0,Education,1
Female,24,2541.0,Retired,6.0,High School,Single,0,Sales,Rented,Good,1,Occasional Delays,30844.0,3000.0,Personal,1
Male,69,4277.0,Retired,41.0,Post-Graduate,Single,0,Manager,Owned,Good,1,No Delays,50007.0,65000.0,Business,1
Male,31,3777.0,Salaried,13.0,Graduate,Married,1,Sales,Rented,Good,1,No Delays,42585.0,72000.0,Business,1
Male,26,6119.0,Salaried,3.0,Graduate,Divorced,2,Engineer,Rented,Good,0,No Delays,70281.0,11000.0,Personal,1
Male,32,8540.0,Salaried,0.0,Graduate,Married,0,Engineer,Owned,Good,0,No Delays,106271.0,22000.0,Education,1
Female,38,2639.0,Retired,16.0,Graduate,Married,0,Sales,Owned,Good,1,No Delays,33563.0,10000.0,Car,1
Female,52,2012.0,Unemployed,0.0,Graduate,Married,1,Sales,Owned,None,0,No Delays,22134.0,11000.0,Personal,1
Female,19,3128.0,Retired,1.0,High School,Married,0,Sales,Rented,Good,1,No Delays,33398.0,28000.0,Business,1
Male,44,4961.0,Salaried,16.0,High School,Married,0,Clerk,Rented,Good,1,No Delays,59059.0,32000.0,Education,1
Male,19,3007.0,Retired,1.0,High School,Married,0,Sales,Rented,None,1,No Delays,32303.0,4000.0,Personal,1
Female,52,8911.0,Salaried,16.0,Graduate,Single,3,Engineer,Rented,Good,2,Occasional Delays,105727.0,60000.0,Education,1
Male,35,7106.0,Salaried,16.0,Graduate,Married,2,Manager,Rented,Bad,2,Frequent Delays,80799.0,212000.0,Home,0
Male,31,5271.0,Salaried,3.0,Graduate,Married,0,Sales,Rented,Good,1,Occasional Delays,65621.0,89000.0,Business,1
Male,37,4395.0,Salaried,16.0,High School,Married,1,Clerk,Owned,Good,1,No Delays,50662.0,14000.0,Personal,1
Male,35,7552.0,Salaried,17.0,Post-Graduate,Divorced,1,Engineer,Rented,Good,0,No Delays,91473.0,45000.0,Personal,1
Female,27,14486.0,Salaried,3.0,Post-Graduate,Single,1,Manager,Rented,Good,2,No Delays,169994.0,31000.0,Education,1
Female,42,7909.0,Salaried,22.0,Graduate,Single,1,Business Owner,Rented,Good,0,No Delays,90754.0,11000.0,Personal,1
Female,19,13735.0,Self-Employed,1.0,Post-Graduate,Single,1,Manager,Rented,Good,0,No Delays,166779.0,50000.0,Education,1
Male,42,3833.0,Retired,22.0,Graduate,Married,0,Manager,Rented,Good,0,Occasional Delays,44082.0,23000.0,Personal,1
Male,50,14362.0,Self-Employed,12.0,Post-Graduate,Married,0,Manager,Owned,None,0,No Delays,177306.0,85000.0,Education,1
Male,53,4856.0,Salaried,22.0,High School,Single,1,Sales,Rented,Good,1,No Delays,56555.0,66000.0,Business,1
Male,48,5401.0,Self-Employed,24.0,Graduate,Married,2,Clerk,Mortgaged,Good,1,Occasional Delays,63135.0,79000.0,Business,1
Male,31,4502.0,Retired,13.0,High School,Married,1,Sales,Rented,Good,0,No Delays,49469.0,8000.0,Education,1
Female,18,3803.0,Salaried,1.0,High School,Married,2,Sales,Owned,Good,0,Occasional Delays,41661.0,22000.0,Education,1
Female,63,4670.0,Salaried,21.0,High School,Married,3,Clerk,Owned,Bad,2,Frequent Delays,61003.0,30000.0,Personal,0
Male,33,6080.0,Salaried,3.0,Graduate,Married,0,Clerk,Mortgaged,Good,1,Occasional Delays,69319.0,30000.0,Personal,1
Female,63,6596.0,Salaried,21.0,Graduate,Divorced,1,Clerk,Owned,Good,1,No Delays,82362.0,91000.0,Business,1
Female,69,15074.0,Self-Employed,14.0,Graduate,Single,1,Manager,Owned,Bad,0,Occasional Delays,182001.0,106000.0,Personal,0
Female,20,3808.0,Retired,2.0,High School,Single,3,Clerk,Rented,Bad,1,Frequent Delays,49448.0,27000.0,Education,0
Female,52,14502.0,Salaried,19.0,Post-Graduate,Married,3,Manager,Mortgaged,Good,0,No Delays,169495.0,72000.0,Education,1
Male,58,14628.0,Self-Employed,22.0,Graduate,Widowed,1,Manager,Rented,Good,0,No Delays,170563.0,49000.0,Education,1
Male,23,4083.0,Retired,5.0,Graduate,Married,0,Clerk,Rented,Good,0,Occasional Delays,52747.0,144000.0,Home,1
Male,42,2509.0,Retired,23.0,Graduate,Single,2,Manager,Rented,Good,0,No Delays,28344.0,11000.0,Personal,1
Female,30,5112.0,Salaried,2.0,High School,Single,0,Clerk,Owned,Good,0,No Delays,65480.0,150000.0,Home,1
Male,51,4871.0,Retired,17.0,Graduate,Married,2,Manager,Mortgaged,Good,3,No Delays,57400.0,15000.0,Car,1
Male,25,10301.0,Salaried,1.0,Post-Graduate,Single,3,Business Owner,Rented,None,0,No Delays,124784.0,128000.0,Business,1
Male,38,2616.0,Salaried,0.0,High School,Married,0,Others,Rented,Good,0,Occasional Delays,28371.0,35000.0,Business,1
Male,51,11050.0,Salaried,13.0,Graduate,Widowed,1,Engineer,Mortgaged,Good,0,No Delays,132521.0,42000.0,Car,1
Female,21,12090.0,Salaried,0.0,Post-Graduate,Married,1,Manager,Mortgaged,Good,0,No Delays,149087.0,35000.0,Education,1
Female,42,6222.0,Self-Employed,12.0,Graduate,Married,1,Engineer,Rented,Good,1,No Delays,71990.0,107000.0,Business,1
Male,32,5719.0,Salaried,2.0,High School,Married,0,Sales,Owned,Good,0,Occasional Delays,65958.0,169000.0,Home,0
Male,21,3624.0,Salaried,1.0,High School,Single,2,Clerk,Mortgaged,Good,1,Occasional Delays,46134.0,75000.0,Home,1
Male,62,7221.0,Salaried,22.0,High School,Divorced,3,Sales,Rented,Good,0,No Delays,82654.0,81000.0,Business,1
Male,29,5786.0,Self-Employed,10.0,Graduate,Married,3,Clerk,Mortgaged,Good,1,No Delays,74166.0,243000.0,Home,1
Male,49,5906.0,Salaried,24.0,Graduate,Married,0,Sales,Mortgaged,Good,1,No Delays,72320.0,35000.0,Car,1
Male,49,4089.0,Self-Employed,13.0,High School,Married,2,Clerk,Owned,Good,2,No Delays,50905.0,13000.0,Personal,1
Male,45,8544.0,Salaried,1.0,Post-Graduate,Married,2,Engineer,Mortgaged,Good,1,No Delays,103995.0,179000.0,Business,1
Female,30,3666.0,Salaried,6.0,Graduate,Married,0,Sales,Rented,Good,1,Occasional Delays,48413.0,80000.0,Home,1
Female,48,4241.0,Salaried,16.0,High School,Single,0,Clerk,Rented,Good,0,No Delays,53246.0,31000.0,Personal,1
Male,31,8146.0,Salaried,1.0,Graduate,Married,0,Engineer,Owned,Good,1,No Delays,95281.0,190000.0,Home,1
Male,37,9515.0,Salaried,5.0,Graduate,Divorced,3,Manager,Mortgaged,Bad,1,Frequent Delays,110610.0,57000.0,Business,0
Female,35,5912.0,Salaried,7.0,High School,Married,1,Clerk,Rented,Bad,2,Frequent Delays,69856.0,165000.0,Home,0
Male,46,1949.0,Unemployed,0.0,High School,Widowed,2,Clerk,Rented,Good,0,No Delays,19920.0,6000.0,Personal,1
Female,23,6393.0,Self-Employed,3.0,Post-Graduate,Single,0,Engineer,Mortgaged,Bad,0,Frequent Delays,73608.0,190000.0,Home,0
Female,49,8632.0,Salaried,26.0,Graduate,Married,2,Engineer,Rented,Good,1,No Delays,100005.0,309000.0,Home,1
Male,46,7804.0,Salaried,1.0,Graduate,Married,0,Business Owner,Rented,Bad,0,Occasional Delays,97230.0,51000.0,Personal,0
Male,60,3424.0,Retired,15.0,Graduate,Married,0,Manager,Mortgaged,Good,0,Occasional Delays,41856.0,96000.0,Home,1
Female,19,2411.0,Salaried,1.0,High School,Married,1,Others,Rented,Good,0,No Delays,26750.0,28000.0,Business,1
Male,40,4738.0,Salaried,6.0,High School,Single,0,Clerk,Mortgaged,Good,1,No Delays,57473.0,103000.0,Home,1
Female,36,3815.0,Self-Employed,10.0,Graduate,Single,2,Sales,Mortgaged,Good,3,No Delays,41975.0,5000.0,Education,1
Female,48,6432.0,Self-Employed,30.0,High School,Married,0,Sales,Rented,None,0,No Delays,78413.0,33000.0,Personal,1
Female,68,5656.0,Salaried,14.0,High School,Single,1,Clerk,Rented,Good,0,Occasional Delays,71921.0,10000.0,Education,1
Male,22,7721.0,Salaried,4.0,Post-Graduate,Married,1,Engineer,Owned,Good,0,Occasional Delays,92957.0,43000.0,Education,1
Female,36,13877.0,Salaried,1.0,Post-Graduate,Single,1,Manager,Rented,Good,0,No Delays,171232.0,206000.0,Business,1
Male,51,5643.0,Self-Employed,13.0,Graduate,Single,0,Clerk,Rented,Good,1,No Delays,70793.0,134000.0,Home,1
Male,27,9305.0,Salaried,7.0,Post-Graduate,Married,0,Engineer,Rented,Good,1,No Delays,116005.0,299000.0,Home,1
Female,42,5789.0,Salaried,5.0,High School,Married,3,Sales,Owned,Good,0,No Delays,65310.0,13000.0,Education,1
Male,19,5832.0,Salaried,0.0,Post-Graduate,Divorced,0,Engineer,Owned,Good,1,No Delays,70184.0,22000.0,Education,1
Female,28,3784.0,Salaried,6.0,High School,Married,2,Others,Owned,Bad,1,Frequent Delays,46329.0,23000.0,Personal,0
Female,67,5020.0,Retired,32.0,Post-Graduate,Single,3,Manager,Owned,Good,0,No Delays,65114.0,22000.0,Education,1
Male,48,6683.0,Self-Employed,23.0,Post-Graduate,Married,0,Engineer,Rented,Good,0,No Delays,75490.0,52000.0,Business,1
Male,32,5127.0,Self-Employed,8.0,Graduate,Married,0,Sales,Owned,Good,3,No Delays,62621.0,185000.0,Home,1
Male,26,8299.0,Salaried,6.0,Post-Graduate,Single,1,Manager,Owned,None,0,No Delays,101000.0,20000.0,Education,1
Male,40,8616.0,Salaried,3.0,Graduate,Married,3,Manager,Owned,Good,1,No Delays,107228.0,50000.0,Education,1
Male,36,2624.0,Salaried,8.0,High School,Divorced,3,Others,Rented,Good,0,No Delays,33166.0,11000.0,Personal,1
Female,26,10054.0,Salaried,3.0,Graduate,Married,1,Engineer,Mortgaged,None,1,No Delays,120668.0,39000.0,Car,1
Male,52,2754.0,Unemployed,0.0,Graduate,Single,2,Engineer,Owned,Good,1,No Delays,33791.0,18000.0,Personal,1
Male,38,4000.0,Salaried,11.0,High School,Single,0,Clerk,Rented,Good,1,No Delays,43110.0,20000.0,Car,1
Female,26,4893.0,Salaried,3.0,Graduate,Single,3,Clerk,Rented,Good,2,No Delays,62491.0,7000.0,Education,1
Male,45,11741.0,Salaried,24.0,Post-Graduate,Married,3,Manager,Owned,None,2,No Delays,145570.0,305000.0,Home,1
Female,63,4694.0,Self-Employed,29.0,High School,Married,0,Sales,Rented,None,1,No Delays,56192.0,182000.0,Home,0
Male,68,6456.0,Salaried,23.0,Graduate,Single,0,Sales,Owned,Bad,0,Frequent Delays,74120.0,8000.0,Education,0
Male,24,9288.0,Salaried,3.0,Post-Graduate,Divorced,0,Manager,Rented,Good,0,No Delays,112837.0,42000.0,Education,1
Female,33,8552.0,Salaried,13.0,Post-Graduate,Married,0,Engineer,Owned,Good,1,Occasional Delays,100005.0,296000.0,Home,1
Female,33,2622.0,Retired,15.0,Post-Graduate,Married,2,Business Owner,Mortgaged,Good,1,No Delays,26569.0,11000.0,Education,1
Female,50,5342.0,Salaried,23.0,Graduate,Married,0,Clerk,Owned,Bad,0,Frequent Delays,64922.0,31000.0,Education,0
Female,21,2726.0,Retired,3.0,Post-Graduate,Single,0,Engineer,Rented,None,0,No Delays,37598.0,111000.0,Home,0
Female,21,7469.0,Self-Employed,2.0,Graduate,Married,0,Engineer,Mortgaged,Good,1,No Delays,94553.0,42000.0,Education,1
Male,56,3569.0,Salaried,23.0,High School,Married,3,Others,Owned,Good,0,Occasional Delays,38209.0,60000.0,Business,1
Male,57,9028.0,Self-Employed,6.0,Graduate,Married,1,Manager,Rented,Good,0,No Delays,107692.0,46000.0,Education,1
Female,34,12870.0,Salaried,12.0,Graduate,Married,1,Manager,Rented,Good,1,No Delays,155358.0,159000.0,Business,1
Female,54,2888.0,Unemployed,0.0,High School,Single,0,Clerk,Rented,Good,1,No Delays,30972.0,10000.0,Personal,1
Female,56,6852.0,Salaried,21.0,Graduate,Divorced,3,Engineer,Owned,Good,0,Occasional Delays,82678.0,38000.0,Education,1
Male,69,4926.0,Salaried,7.0,Graduate,Single,2,Sales,Owned,Good,0,Occasional Delays,58186.0,189000.0,Home,1
Male,46,4582.0,Salaried,22.0,High School,Divorced,0,Sales,Rented,Good,0,No Delays,54788.0,13000.0,Education,1
Female,69,7255.0,Salaried,4.0,Graduate,Widowed,0,Clerk,Rented,Bad,0,Frequent Delays,82966.0,22000.0,Personal,0
Male,53,2297.0,Unemployed,0.0,Graduate,Single,0,Sales,Rented,Bad,1,Frequent Delays,30185.0,17000.0,Education,0
Female,55,4265.0,Salaried,11.0,Graduate,Married,0,Clerk,Owned,None,1,No Delays,46842.0,124000.0,Home,1
Female,56,6765.0,Self-Employed,12.0,High School,Single,1,Sales,Rented,Bad,0,Frequent Delays,82898.0,154000.0,Home,0
Male,67,4828.0,Salaried,28.0,High School,Married,3,Sales,Rented,Good,0,No Delays,61590.0,84000.0,Business,1
Female,54,4385.0,Retired,34.0,Graduate,Married,1,Engineer,Rented,Good,0,Occasional Delays,48562.0,29000.0,Education,1
Female,69,13877.0,Salaried,13.0,Post-Graduate,Married,2,Manager,Rented,None,3,No Delays,169873.0,87000.0,Personal,1
Male,52,3513.0,Salaried,27.0,High School,Divorced,1,Others,Owned,Good,0,No Delays,43571.0,21000.0,Personal,1
Female,24,7706.0,Salaried,1.0,Graduate,Married,2,Manager,Owned,Good,2,No Delays,90781.0,70000.0,Business,1
Male,44,5316.0,Self-Employed,26.0,High School,Married,2,Clerk,Owned,Good,1,Occasional Delays,60118.0,32000.0,Personal,1
Female,45,5123.0,Salaried,23.0,Graduate,Married,0,Sales,Rented,Bad,1,Occasional Delays,58582.0,21000.0,Personal,0
Male,39,14007.0,Salaried,19.0,Post-Graduate,Widowed,0,Manager,Owned,Good,1,Occasional Delays,167883.0,91000.0,Car,1
Female,31,3934.0,Salaried,3.0,Graduate,Single,1,Clerk,Rented,Good,0,No Delays,51047.0,47000.0,Business,1
Male,24,3027.0,Self-Employed,4.0,High School,Widowed,0,Sales,Rented,Good,1,Occasional Delays,34262.0,56000.0,Home,1
Male,54,10130.0,Salaried,17.0,Graduate,Single,0,Engineer,Rented,Bad,0,Frequent Delays,119043.0,292000.0,Home,0
Female,39,6056.0,Salaried,6.0,High School,Married,1,Clerk,Rented,Good,1,No Delays,69047.0,59000.0,Business,1
Male,22,6748.0,Salaried,4.0,Graduate,Single,3,Engineer,Owned,Good,0,No Delays,83832.0,120000.0,Business,1
Male,19,1870.0,Retired,1.0,Graduate,Single,1,Engineer,Rented,Good,1,No Delays,17684.0,10000.0,Personal,1
Female,44,4376.0,Retired,20.0,High School,Married,2,Others,Mortgaged,Bad,0,Frequent Delays,49860.0,22000.0,Personal,0
Female,38,5104.0,Salaried,15.0,High School,Married,1,Sales,Rented,Bad,2,Frequent Delays,65307.0,35000.0,Personal,0
Female,55,8658.0,Salaried,19.0,Graduate,Married,2,Business Owner,Rented,Good,0,No Delays,99375.0,32000.0,Education,1
Female,32,9111.0,Salaried,7.0,Post-Graduate,Single,1,Manager,Mortgaged,Good,1,No Delays,106267.0,52000.0,Personal,1
Male,38,9670.0,Salaried,7.0,Post-Graduate,Married,2,Engineer,Rented,None,0,No Delays,116797.0,372000.0,Home,1
Male,27,4448.0,Salaried,4.0,High School,Divorced,1,Sales,Owned,Good,0,Occasional Delays,48463.0,22000.0,Car,1
Male,40,13202.0,Self-Employed,15.0,Graduate,Married,1,Business Owner,Rented,Bad,1,Occasional Delays,162856.0,189000.0,Business,0
Female,56,12382.0,Salaried,27.0,Graduate,Single,1,Manager,Owned,Good,2,No Delays,152348.0,63000.0,Personal,1
Female,22,2647.0,Retired,4.0,Graduate,Married,1,Clerk,Rented,Good,0,No Delays,35769.0,16000.0,Education,1
Female,18,4259.0,Salaried,1.0,Graduate,Single,0,Sales,Rented,Bad,2,Frequent Delays,46286.0,93000.0,Home,0
Female,30,7683.0,Self-Employed,2.0,Post-Graduate,Married,0,Manager,Rented,Good,1,No Delays,97113.0,49000.0,Education,1
Male,38,8630.0,Salaried,16.0,Post-Graduate,Married,0,Engineer,Rented,Good,1,No Delays,98722.0,57000.0,Personal,1
Male,43,13386.0,Salaried,8.0,Graduate,Married,2,Manager,Rented,Good,0,Occasional Delays,158272.0,53000.0,Personal,1
